variant_id,lemma,type,en_US,en_GB,en_AU,en_CA,notes,source
spelling_only-03987,honorability's,spelling_only,honorability's,honourability's,,,,scowl_varcon
spelling_only-03992,honorable's,spelling_only,honorable's,honourable's,,honourable's,,scowl_varcon
spelling_only-03993,honorableness,spelling_only,honorableness,honourableness,,,,scowl_varcon
spelling_only-03995,honorableness's,spelling_only,honorableness's,honourableness's,,,,scowl_varcon
spelling_only-03994,honorablenesses,spelling_only,honorablenesses,honourablenesses,,,,scowl_varcon
spelling_only-03989,honorabler,spelling_only,honorabler,honourabler,,honourabler,,scowl_varcon
spelling_only-03990,honorables,spelling_only,honorables,honourables,,honourables,,scowl_varcon
spelling_only-03996,honorableship,spelling_only,honorableship,honourableship,,,,scowl_varcon
spelling_only-03998,honorableship's,spelling_only,honorableship's,honourableship's,,,,scowl_varcon
spelling_only-03997,honorableships,spelling_only,honorableships,honourableships,,,,scowl_varcon
spelling_only-03991,honorablest,spelling_only,honorablest,honourablest,,honourablest,,scowl_varcon
spelling_only-03999,honorablier,spelling_only,honorablier,honourablier,,,,scowl_varcon
spelling_only-04000,honorablies,spelling_only,honorablies,honourablies,,,,scowl_varcon
spelling_only-04001,honorabliest,spelling_only,honorabliest,honourabliest,,,,scowl_varcon
spelling_only-04002,honoree,spelling_only,honoree,honouree,,,,scowl_varcon
spelling_only-04003,honorer,spelling_only,honorer,honourer,,,,scowl_varcon
spelling_only-04005,honorer's,spelling_only,honorer's,honourer's,,,,scowl_varcon
spelling_only-04004,honorers,spelling_only,honorers,honourers,,,,scowl_varcon
spelling_only-04006,honorless,spelling_only,honorless,honourless,,,,scowl_varcon
spelling_only-04007,honorlesser,spelling_only,honorlesser,honourlesser,,,,scowl_varcon
spelling_only-04009,honorlesses,spelling_only,honorlesses,honourlesses,,,,scowl_varcon
spelling_only-04008,honorlessest,spelling_only,honorlessest,honourlessest,,,,scowl_varcon
spelling_only-04010,hore,spelling_only,hore,horae,,,,scowl_varcon
spelling_only-04011,houseled,spelling_only,houseled,houselled,,,,scowl_varcon
spelling_only-04012,houseling,spelling_only,houseling,houselling,,,,scowl_varcon
spelling_only-04013,houselings,spelling_only,houselings,housellings,,,,scowl_varcon
spelling_only-04014,hoveled,spelling_only,hoveled,hovelled,,,,scowl_varcon
spelling_only-04016,hoveler,spelling_only,hoveler,hoveller,,,,scowl_varcon
spelling_only-04017,hovelers,spelling_only,hovelers,hovellers,,,,scowl_varcon
spelling_only-04015,hoveling,spelling_only,hoveling,hovelling,,,,scowl_varcon
spelling_only-04018,huer,spelling_only,huer,hure,,,,scowl_varcon
spelling_only-04019,hulloed,spelling_only,hulloed,hulloaed,,,,scowl_varcon
spelling_only-04025,humor's,spelling_only,humor's,humour's,,humour's,,scowl_varcon
spelling_only-04026,humoral,spelling_only,humoral,humoural,,,,scowl_varcon
spelling_only-04027,humorer,spelling_only,humorer,humourer,,,,scowl_varcon
spelling_only-04028,humorers,spelling_only,humorers,humourers,,,,scowl_varcon
spelling_only-04029,humorful,spelling_only,humorful,humourful,,,,scowl_varcon
spelling_only-04030,humorlesser,spelling_only,humorlesser,humourlesser,,,,scowl_varcon
spelling_only-04032,humorlesses,spelling_only,humorlesses,humourlesses,,,,scowl_varcon
spelling_only-04031,humorlessest,spelling_only,humorlessest,humourlessest,,,,scowl_varcon
spelling_only-04033,humorlessness,spelling_only,humorlessness,humourlessness,,,,scowl_varcon
spelling_only-04035,humorlessness's,spelling_only,humorlessness's,humourlessness's,,,,scowl_varcon
spelling_only-04034,humorlessnesses,spelling_only,humorlessnesses,humourlessnesses,,,,scowl_varcon
spelling_only-04036,humorsome,spelling_only,humorsome,humoursome,,,,scowl_varcon
spelling_only-04037,humorsomeness,spelling_only,humorsomeness,humoursomeness,,,,scowl_varcon
spelling_only-04038,hydremia,spelling_only,hydremia,hydraemia,,,,scowl_varcon
spelling_only-04040,hydremia's,spelling_only,hydremia's,hydraemia's,,,,scowl_varcon
spelling_only-04039,hydremias,spelling_only,hydremias,hydraemias,,,,scowl_varcon
spelling_only-04041,hydremic,spelling_only,hydremic,hydraemic,,,,scowl_varcon
spelling_only-04042,hydrocele,spelling_only,hydrocele,hydrocoele,,,,scowl_varcon
spelling_only-04043,hydrolyze,spelling_only,hydrolyze,hydrolyse,,hydrolyze,,scowl_varcon
spelling_only-04047,hydrolyze's,spelling_only,hydrolyze's,hydrolyse's,,hydrolyze's,,scowl_varcon
spelling_only-04044,hydrolyzed,spelling_only,hydrolyzed,hydrolysed,,hydrolyzed,,scowl_varcon
spelling_only-04046,hydrolyzes,spelling_only,hydrolyzes,hydrolyses,,hydrolyzes,,scowl_varcon
spelling_only-04045,hydrolyzing,spelling_only,hydrolyzing,hydrolysing,,hydrolyzing,,scowl_varcon
spelling_only-04048,hydrorrhea,spelling_only,hydrorrhea,hydrorrhoea,,,,scowl_varcon
spelling_only-04049,hyenic,spelling_only,hyenic,hyaenic,,,,scowl_varcon
spelling_only-04050,hymenean,spelling_only,hymenean,hymenaean,,,,scowl_varcon
spelling_only-04051,hypercalcemia,spelling_only,hypercalcemia,hypercalcaemia,,,,scowl_varcon
spelling_only-04052,hypercalcemias,spelling_only,hypercalcemias,hypercalcaemias,,,,scowl_varcon
spelling_only-04053,hypercalcinemia,spelling_only,hypercalcinemia,hypercalcinaemia,,,,scowl_varcon
spelling_only-04054,hypercatharsises,spelling_only,hypercatharsises,hypercatharses,,,,scowl_varcon
spelling_only-04055,hyperchloremia,spelling_only,hyperchloremia,hyperchloraemia,,,,scowl_varcon
spelling_only-04056,hypercholesterolemia,spelling_only,hypercholesterolemia,hypercholesterolaemia,,,,scowl_varcon
spelling_only-04057,hypercholesterolemias,spelling_only,hypercholesterolemias,hypercholesterolaemias,,,,scowl_varcon
spelling_only-04058,hypercryesthesia,spelling_only,hypercryesthesia,hypercryaesthesia,,,,scowl_varcon
spelling_only-04059,hyperemia,spelling_only,hyperemia,hyperaemia,,,,scowl_varcon
spelling_only-04061,hyperemia's,spelling_only,hyperemia's,hyperaemia's,,,,scowl_varcon
spelling_only-04060,hyperemias,spelling_only,hyperemias,hyperaemias,,,,scowl_varcon
spelling_only-04062,hyperemic,spelling_only,hyperemic,hyperaemic,,,,scowl_varcon
spelling_only-04063,hyperesthesia,spelling_only,hyperesthesia,hyperaesthesia,,,,scowl_varcon
spelling_only-04065,hyperesthesia's,spelling_only,hyperesthesia's,hyperaesthesia's,,,,scowl_varcon
spelling_only-04064,hyperesthesias,spelling_only,hyperesthesias,hyperaesthesias,,,,scowl_varcon
spelling_only-04066,hyperesthete,spelling_only,hyperesthete,hyperaesthete,,,,scowl_varcon
spelling_only-04067,hyperesthete's,spelling_only,hyperesthete's,hyperaesthete's,,,,scowl_varcon
spelling_only-04068,hyperesthetic,spelling_only,hyperesthetic,hyperaesthetic,,,,scowl_varcon
spelling_only-04069,hyperestheticer,spelling_only,hyperestheticer,hyperaestheticer,,,,scowl_varcon
spelling_only-04070,hyperestheticest,spelling_only,hyperestheticest,hyperaestheticest,,,,scowl_varcon
spelling_only-04071,hyperglycemic,spelling_only,hyperglycemic,hyperglycaemic,,,,scowl_varcon
spelling_only-04072,hyperlipemia,spelling_only,hyperlipemia,hyperlipaemia,,,,scowl_varcon
spelling_only-04073,hyperlipemic,spelling_only,hyperlipemic,hyperlipaemic,,,,scowl_varcon
spelling_only-04074,hyperlipidemia,spelling_only,hyperlipidemia,hyperlipidaemia,,,,scowl_varcon
spelling_only-04075,hypernatremia,spelling_only,hypernatremia,hypernatraemia,,,,scowl_varcon
spelling_only-04076,hyperpnea,spelling_only,hyperpnea,hyperpnoea,,,,scowl_varcon
spelling_only-04077,hyperpnea's,spelling_only,hyperpnea's,hyperpnoea's,,,,scowl_varcon
spelling_only-04078,hypesthesia,spelling_only,hypesthesia,hypaesthesia,,,,scowl_varcon
spelling_only-04081,hypesthesia's,spelling_only,hypesthesia's,hypaesthesia's,,,,scowl_varcon
spelling_only-04080,hypesthesias,spelling_only,hypesthesias,hypoesthesias,,,,scowl_varcon
spelling_only-04082,hypesthesic,spelling_only,hypesthesic,hypaesthesic,,,,scowl_varcon
spelling_only-04083,hypethral,spelling_only,hypethral,hypaethral,,,,scowl_varcon
spelling_only-04084,hypnopedia,spelling_only,hypnopedia,hypnopaedia,,,,scowl_varcon
spelling_only-04085,hypnopedias,spelling_only,hypnopedias,hypnopaedias,,,,scowl_varcon
spelling_only-04086,hypocenter,spelling_only,hypocenter,hypocentre,,,,scowl_varcon
spelling_only-04088,hypocenter's,spelling_only,hypocenter's,hypocentre's,,,,scowl_varcon
spelling_only-04087,hypocenters,spelling_only,hypocenters,hypocentres,,,,scowl_varcon
spelling_only-04094,hypogea,spelling_only,hypogea,hypogaea,,,,scowl_varcon
spelling_only-04089,hypogeal,spelling_only,hypogeal,hypogaeal,,,,scowl_varcon
spelling_only-04090,hypogean,spelling_only,hypogean,hypogaean,,,,scowl_varcon
spelling_only-04091,hypogeic,spelling_only,hypogeic,hypogaeic,,,,scowl_varcon
spelling_only-04092,hypogeous,spelling_only,hypogeous,hypogaeous,,,,scowl_varcon
spelling_only-04093,hypogeum,spelling_only,hypogeum,hypogaeum,,,,scowl_varcon
spelling_only-04095,hypomagnesemia,spelling_only,hypomagnesemia,hypomagnesaemia,,,,scowl_varcon
spelling_only-04096,hypomagnesemias,spelling_only,hypomagnesemias,hypomagnesaemias,,,,scowl_varcon
spelling_only-04097,hypomenorrhea,spelling_only,hypomenorrhea,hypomenorrhoea,,,,scowl_varcon
spelling_only-04098,hypomenorrheas,spelling_only,hypomenorrheas,hypomenorrhoeas,,,,scowl_varcon
spelling_only-04099,hypopnea,spelling_only,hypopnea,hypopnoea,,,,scowl_varcon
spelling_only-04100,hypopnea's,spelling_only,hypopnea's,hypopnoea's,,,,scowl_varcon
spelling_only-04101,hypoxemia,spelling_only,hypoxemia,hypoxaemia,,,,scowl_varcon
spelling_only-04102,hypoxemias,spelling_only,hypoxemias,hypoxaemias,,,,scowl_varcon
spelling_only-04103,hypoxemic,spelling_only,hypoxemic,hypoxaemic,,,,scowl_varcon
spelling_only-04104,ichorrhea,spelling_only,ichorrhea,ichorrhoea,,,,scowl_varcon
spelling_only-04105,ichorrhemia,spelling_only,ichorrhemia,ichorrhaemia,,,,scowl_varcon
spelling_only-04106,idolaster,spelling_only,idolaster,idolastre,,,,scowl_varcon
spelling_only-04107,ileocecal,spelling_only,ileocecal,ileocaecal,,,,scowl_varcon
spelling_only-04108,impasted,spelling_only,impasted,impastoed,,,,scowl_varcon
spelling_only-04109,imperscriptible,spelling_only,imperscriptible,imprescriptible,,,,scowl_varcon
spelling_only-04110,improvizatorize,spelling_only,improvizatorize,improvisatorise,,,,scowl_varcon
spelling_only-04111,improvizatorizes,spelling_only,improvizatorizes,improvisatorises,,,,scowl_varcon
spelling_only-04112,incenter,spelling_only,incenter,incentre,,,,scowl_varcon
spelling_only-04113,incenters,spelling_only,incenters,incentres,,,,scowl_varcon
spelling_only-04114,incerate,spelling_only,incerate,increate,,,,scowl_varcon
spelling_only-04115,indigene,spelling_only,indigene,indigenae,,,,scowl_varcon
spelling_only-04116,indraft,spelling_only,indraft,indraught,,indraft,,scowl_varcon
spelling_only-04118,indraft's,spelling_only,indraft's,indraught's,,indraft's,,scowl_varcon
spelling_only-04117,indrafts,spelling_only,indrafts,indraughts,,indrafts,,scowl_varcon
spelling_only-04119,inesthetic,spelling_only,inesthetic,inaesthetic,,,,scowl_varcon
spelling_only-04120,infere,spelling_only,infere,infree,,,,scowl_varcon
spelling_only-04123,initialer,spelling_only,initialer,initialler,,,,scowl_varcon
spelling_only-04125,initialer's,spelling_only,initialer's,initialler's,,,,scowl_varcon
spelling_only-04124,initialers,spelling_only,initialers,initiallers,,,,scowl_varcon
spelling_only-04128,installment's,spelling_only,installment's,instalment's,,instalment's,,scowl_varcon
spelling_only-04129,interhemal,spelling_only,interhemal,interhaemal,,,,scowl_varcon
spelling_only-04130,interjudgment,spelling_only,interjudgment,interjudgement,,,,scowl_varcon
spelling_only-04132,interjudgment's,spelling_only,interjudgment's,interjudgement's,,,,scowl_varcon
spelling_only-04131,interjudgments,spelling_only,interjudgments,interjudgements,,,,scowl_varcon
spelling_only-04133,intime,spelling_only,intime,intimae,,,,scowl_varcon
spelling_only-04134,invigor,spelling_only,invigor,invigour,,,,scowl_varcon
spelling_only-04135,ipomea,spelling_only,ipomea,ipomoea,,,,scowl_varcon
spelling_only-04136,ischemia,spelling_only,ischemia,ischaemia,,ischemia,,scowl_varcon
spelling_only-04138,ischemia's,spelling_only,ischemia's,ischaemia's,,ischemia's,,scowl_varcon
spelling_only-04137,ischemias,spelling_only,ischemias,ischaemias,,ischemias,,scowl_varcon
spelling_only-04139,ischemic,spelling_only,ischemic,ischaemic,,ischemic,,scowl_varcon
spelling_only-04140,jacobean,spelling_only,jacobean,jacobaean,,,,scowl_varcon
spelling_only-04142,jeweler's,spelling_only,jeweler's,jeweller's,,,,scowl_varcon
spelling_only-04144,jeweleries,spelling_only,jeweleries,jewelleries,,,,scowl_varcon
spelling_only-04141,jeweling,spelling_only,jeweling,jewelling,,,,scowl_varcon
spelling_only-06753,jewelry's,spelling_only,jewelry's,jewellery's,,jewellery's,,scowl_varcon
spelling_only-04150,jibe,spelling_only,jibe,gybe,,gybe,,scowl_varcon
spelling_only-04154,jibe's,spelling_only,jibe's,gybe's,,gybe's,,scowl_varcon
spelling_only-04151,jibed,spelling_only,jibed,gybed,,gybed,,scowl_varcon
spelling_only-04153,jibes,spelling_only,jibes,gybes,,gybes,,scowl_varcon
spelling_only-04152,jibing,spelling_only,jibing,gybing,,gybing,,scowl_varcon
spelling_only-04155,jor,spelling_only,jor,jour,,,,scowl_varcon
spelling_only-04156,jors,spelling_only,jors,jours,,,,scowl_varcon
spelling_only-04159,judgment's,spelling_only,judgment's,judgement's,,judgment's,,scowl_varcon
spelling_only-04160,judgmental,spelling_only,judgmental,judgemental,,judgmental,,scowl_varcon
spelling_only-04161,judgmentaler,spelling_only,judgmentaler,judgementaler,,judgmentaler,,scowl_varcon
spelling_only-04162,judgmentalest,spelling_only,judgmentalest,judgementalest,,judgmentalest,,scowl_varcon
spelling_only-04158,judgments,spelling_only,judgments,judgements,,judgments,,scowl_varcon
spelling_only-04163,kane,spelling_only,kane,kanae,,,,scowl_varcon
spelling_only-04164,ked,spelling_only,ked,kaed,,,,scowl_varcon
spelling_only-04165,kellia,spelling_only,kellia,koellia,,,,scowl_varcon
spelling_only-04166,kembed,spelling_only,kembed,kemboed,,,,scowl_varcon
spelling_only-04167,kenneled,spelling_only,kenneled,kennelled,,,,scowl_varcon
spelling_only-04168,kenneling,spelling_only,kenneling,kennelling,,,,scowl_varcon
spelling_only-04169,kerneled,spelling_only,kerneled,kernelled,,,,scowl_varcon
spelling_only-04170,kerneling,spelling_only,kerneling,kernelling,,,,scowl_varcon
spelling_only-04171,ketonemia,spelling_only,ketonemia,ketonaemia,,,,scowl_varcon
spelling_only-04172,kiloliter,spelling_only,kiloliter,kilolitre,,,,scowl_varcon
spelling_only-04174,kiloliter's,spelling_only,kiloliter's,kilolitre's,,,,scowl_varcon
spelling_only-04173,kiloliters,spelling_only,kiloliters,kilolitres,,,,scowl_varcon
spelling_only-04177,kilometer's,spelling_only,kilometer's,kilometre's,,kilometre's,,scowl_varcon
spelling_only-04178,kindergartner,spelling_only,kindergartner,kindergartener,,kindergartner,,scowl_varcon
spelling_only-04180,kindergartner's,spelling_only,kindergartner's,kindergartener's,,kindergartner's,,scowl_varcon
spelling_only-04179,kindergartners,spelling_only,kindergartners,kindergarteners,,kindergartners,,scowl_varcon
spelling_only-04185,kinestheses,spelling_only,kinestheses,kinaestheses,,,,scowl_varcon
spelling_only-04181,kinesthesia,spelling_only,kinesthesia,kinaesthesia,,kinesthesia,,scowl_varcon
spelling_only-04183,kinesthesia's,spelling_only,kinesthesia's,kinaesthesia's,,kinesthesia's,,scowl_varcon
spelling_only-04182,kinesthesias,spelling_only,kinesthesias,kinaesthesias,,kinesthesias,,scowl_varcon
spelling_only-04184,kinesthesis,spelling_only,kinesthesis,kinaesthesis,,,,scowl_varcon
spelling_only-04186,kinesthesis's,spelling_only,kinesthesis's,kinaesthesis's,,,,scowl_varcon
spelling_only-04187,kinesthetic,spelling_only,kinesthetic,kinaesthetic,,kinesthetic,,scowl_varcon
spelling_only-04192,kinestheticallier,spelling_only,kinestheticallier,kinaestheticallier,,,,scowl_varcon
spelling_only-04193,kinestheticalliest,spelling_only,kinestheticalliest,kinaestheticalliest,,,,scowl_varcon
spelling_only-04191,kinesthetically,spelling_only,kinesthetically,kinaesthetically,,,,scowl_varcon
spelling_only-04188,kinestheticer,spelling_only,kinestheticer,kinaestheticer,,kinestheticer,,scowl_varcon
spelling_only-04189,kinestheticest,spelling_only,kinestheticest,kinaestheticest,,kinestheticest,,scowl_varcon
spelling_only-04190,kinesthetics,spelling_only,kinesthetics,kinaesthetics,,kinesthetics,,scowl_varcon
spelling_only-04194,labelable,spelling_only,labelable,labellable,,,,scowl_varcon
spelling_only-04195,labeler,spelling_only,labeler,labeller,,,,scowl_varcon
spelling_only-04197,labeler's,spelling_only,labeler's,labeller's,,,,scowl_varcon
spelling_only-04196,labelers,spelling_only,labelers,labellers,,,,scowl_varcon
spelling_only-04198,labiate,spelling_only,labiate,labiatae,,,,scowl_varcon
spelling_only-04202,labor's,spelling_only,labor's,labour's,,labour's,,scowl_varcon
spelling_only-04207,laborabilities,spelling_only,laborabilities,labourabilities,,,,scowl_varcon
spelling_only-04206,laborability,spelling_only,laborability,labourability,,,,scowl_varcon
spelling_only-04208,laborability's,spelling_only,laborability's,labourability's,,,,scowl_varcon
spelling_only-04209,laborable,spelling_only,laborable,labourable,,,,scowl_varcon
spelling_only-04211,laborable's,spelling_only,laborable's,labourable's,,,,scowl_varcon
spelling_only-04210,laborables,spelling_only,laborables,labourables,,,,scowl_varcon
spelling_only-04212,laborage,spelling_only,laborage,labourage,,,,scowl_varcon
spelling_only-04219,labored's,spelling_only,labored's,laboured's,,,,scowl_varcon
spelling_only-04214,laboredlier,spelling_only,laboredlier,labouredlier,,,,scowl_varcon
spelling_only-04215,laboredliest,spelling_only,laboredliest,labouredliest,,,,scowl_varcon
spelling_only-04213,laboredly,spelling_only,laboredly,labouredly,,,,scowl_varcon
spelling_only-04216,laboredness,spelling_only,laboredness,labouredness,,,,scowl_varcon
spelling_only-04218,laboredness's,spelling_only,laboredness's,labouredness's,,,,scowl_varcon
spelling_only-04217,laborednesses,spelling_only,laborednesses,labourednesses,,,,scowl_varcon
spelling_only-04222,laborer's,spelling_only,laborer's,labourer's,,labourer's,,scowl_varcon
spelling_only-04223,laboress,spelling_only,laboress,labouress,,,,scowl_varcon
spelling_only-04224,laborhood,spelling_only,laborhood,labourhood,,,,scowl_varcon
spelling_only-04226,laborhood's,spelling_only,laborhood's,labourhood's,,,,scowl_varcon
spelling_only-04225,laborhoods,spelling_only,laborhoods,labourhoods,,,,scowl_varcon
spelling_only-04204,laboring's,spelling_only,laboring's,labouring's,,labouring's,,scowl_varcon
spelling_only-04228,laboringlier,spelling_only,laboringlier,labouringlier,,,,scowl_varcon
spelling_only-04229,laboringliest,spelling_only,laboringliest,labouringliest,,,,scowl_varcon
spelling_only-04227,laboringly,spelling_only,laboringly,labouringly,,,,scowl_varcon
spelling_only-04203,laborings,spelling_only,laborings,labourings,,labourings,,scowl_varcon
spelling_only-04230,laborism,spelling_only,laborism,labourism,,,,scowl_varcon
spelling_only-04232,laborism's,spelling_only,laborism's,labourism's,,,,scowl_varcon
spelling_only-04231,laborisms,spelling_only,laborisms,labourisms,,,,scowl_varcon
spelling_only-04233,laborist,spelling_only,laborist,labourist,,,,scowl_varcon
spelling_only-04235,laborist's,spelling_only,laborist's,labourist's,,,,scowl_varcon
spelling_only-04234,laborists,spelling_only,laborists,labourists,,,,scowl_varcon
spelling_only-04236,laborite,spelling_only,laborite,labourite,,,,scowl_varcon
spelling_only-04238,laborite's,spelling_only,laborite's,labourite's,,,,scowl_varcon
spelling_only-04237,laborites,spelling_only,laborites,labourites,,,,scowl_varcon
spelling_only-04239,laborless,spelling_only,laborless,labourless,,,,scowl_varcon
spelling_only-04240,laborlesser,spelling_only,laborlesser,labourlesser,,,,scowl_varcon
spelling_only-04242,laborlesses,spelling_only,laborlesses,labourlesses,,,,scowl_varcon
spelling_only-04241,laborlessest,spelling_only,laborlessest,labourlessest,,,,scowl_varcon
spelling_only-04243,laborsaving,spelling_only,laborsaving,laboursaving,,,,scowl_varcon
spelling_only-04244,laborsome,spelling_only,laborsome,laboursome,,,,scowl_varcon
spelling_only-04245,laborsomely,spelling_only,laborsomely,laboursomely,,,,scowl_varcon
spelling_only-04249,lackluster's,spelling_only,lackluster's,lacklustre's,,,,scowl_varcon
spelling_only-04246,lacklusterrer,spelling_only,lacklusterrer,lacklustrer,,,,scowl_varcon
spelling_only-04247,lacklusterrest,spelling_only,lacklusterrest,lacklustrest,,,,scowl_varcon
spelling_only-04248,lacklusters,spelling_only,lacklusters,lacklustres,,,,scowl_varcon
spelling_only-04250,laer,spelling_only,laer,lare,,,,scowl_varcon
spelling_only-04251,laers,spelling_only,laers,lares,,,,scowl_varcon
spelling_only-04255,lapeled,spelling_only,lapeled,lapelled,,,,scowl_varcon
spelling_only-04256,laster,spelling_only,laster,lastre,,,,scowl_varcon
spelling_only-04257,laure,spelling_only,laure,laurae,,,,scowl_varcon
spelling_only-04258,laureled,spelling_only,laureled,laurelled,,,,scowl_varcon
spelling_only-04259,laureling,spelling_only,laureling,laurelling,,,,scowl_varcon
spelling_only-04260,lavolted,spelling_only,lavolted,lavoltaed,,,,scowl_varcon
spelling_only-04261,le,spelling_only,le,loe,,,,scowl_varcon
spelling_only-04266,le's,spelling_only,le's,loe's,,,,scowl_varcon
spelling_only-04262,leguminose,spelling_only,leguminose,leguminosae,,,,scowl_varcon
spelling_only-04263,leporide,spelling_only,leporide,leporidae,,,,scowl_varcon
spelling_only-04264,leptospire,spelling_only,leptospire,leptospirae,,,,scowl_varcon
spelling_only-04252,ler,spelling_only,ler,laer,,,,scowl_varcon
spelling_only-04253,lered,spelling_only,lered,laered,,,,scowl_varcon
spelling_only-04254,lering,spelling_only,lering,laering,,,,scowl_varcon
spelling_only-04265,lernean,spelling_only,lernean,lernaean,,,,scowl_varcon
spelling_only-04267,lesses,spelling_only,lesses,loesses,,,,scowl_varcon
spelling_only-04268,leucemia,spelling_only,leucemia,leucaemia,,,,scowl_varcon
spelling_only-04269,leucemias,spelling_only,leucemias,leucaemias,,,,scowl_varcon
spelling_only-04270,leucemic,spelling_only,leucemic,leucaemic,,,,scowl_varcon
spelling_only-04271,leuchemia,spelling_only,leuchemia,leuchaemia,,,,scowl_varcon
spelling_only-04272,leucocythemia,spelling_only,leucocythemia,leucocythaemia,,,,scowl_varcon
spelling_only-04273,leucocythemic,spelling_only,leucocythemic,leucocythaemic,,,,scowl_varcon
spelling_only-04274,leucorrhea,spelling_only,leucorrhea,leucorrhoea,,,,scowl_varcon
spelling_only-04276,leucorrhea's,spelling_only,leucorrhea's,leucorrhoea's,,,,scowl_varcon
spelling_only-04277,leucorrheal,spelling_only,leucorrheal,leucorrhoeal,,,,scowl_varcon
spelling_only-04275,leucorrheas,spelling_only,leucorrheas,leucorrhoeas,,,,scowl_varcon
spelling_only-04280,leukemia's,spelling_only,leukemia's,leukaemia's,,leukemia's,,scowl_varcon
spelling_only-04279,leukemias,spelling_only,leukemias,leukaemias,,leukemias,,scowl_varcon
spelling_only-04282,leukemogeneses,spelling_only,leukemogeneses,leukaemogeneses,,,,scowl_varcon
spelling_only-04281,leukemogenesis,spelling_only,leukemogenesis,leukaemogenesis,,,,scowl_varcon
spelling_only-04283,leukorrhea,spelling_only,leukorrhea,leukorrhoea,,,,scowl_varcon
spelling_only-04284,leukorrheal,spelling_only,leukorrheal,leukorrhoeal,,,,scowl_varcon
spelling_only-04285,leveler's,spelling_only,leveler's,leveller's,,,,scowl_varcon
spelling_only-04286,levelest,spelling_only,levelest,levellest,,,,scowl_varcon
spelling_only-04287,leveling's,spelling_only,leveling's,levelling's,,,,scowl_varcon
spelling_only-04288,levigate,spelling_only,levigate,laevigate,,,,scowl_varcon
spelling_only-04289,levigated,spelling_only,levigated,laevigated,,,,scowl_varcon
spelling_only-04291,levigates,spelling_only,levigates,laevigates,,,,scowl_varcon
spelling_only-04290,levigating,spelling_only,levigating,laevigating,,,,scowl_varcon
spelling_only-04292,levo,spelling_only,levo,laevo,,,,scowl_varcon
spelling_only-04293,levoduction,spelling_only,levoduction,laevoduction,,,,scowl_varcon
spelling_only-04294,levogyrate,spelling_only,levogyrate,laevogyrate,,,,scowl_varcon
spelling_only-04295,levogyre,spelling_only,levogyre,laevogyre,,,,scowl_varcon
spelling_only-04296,levogyrous,spelling_only,levogyrous,laevogyrous,,,,scowl_varcon
spelling_only-04297,levolactic,spelling_only,levolactic,laevolactic,,,,scowl_varcon
spelling_only-04298,levorotation,spelling_only,levorotation,laevorotation,,,,scowl_varcon
spelling_only-04300,levorotation's,spelling_only,levorotation's,laevorotation's,,,,scowl_varcon
spelling_only-04299,levorotations,spelling_only,levorotations,laevorotations,,,,scowl_varcon
spelling_only-04301,levorotatory,spelling_only,levorotatory,laevorotatory,,,,scowl_varcon
spelling_only-04302,levotartaric,spelling_only,levotartaric,laevotartaric,,,,scowl_varcon
spelling_only-04303,levoversion,spelling_only,levoversion,laevoversion,,,,scowl_varcon
spelling_only-04304,levulin,spelling_only,levulin,laevulin,,,,scowl_varcon
spelling_only-04305,levulose,spelling_only,levulose,laevulose,,,,scowl_varcon
spelling_only-04307,levulose's,spelling_only,levulose's,laevulose's,,,,scowl_varcon
spelling_only-04306,levuloses,spelling_only,levuloses,laevuloses,,,,scowl_varcon
spelling_only-04308,libelant,spelling_only,libelant,libellant,,,,scowl_varcon
spelling_only-04310,libelant's,spelling_only,libelant's,libellant's,,,,scowl_varcon
spelling_only-04309,libelants,spelling_only,libelants,libellants,,,,scowl_varcon
spelling_only-04311,libelee,spelling_only,libelee,libellee,,,,scowl_varcon
spelling_only-04313,libelee's,spelling_only,libelee's,libellee's,,,,scowl_varcon
spelling_only-04312,libelees,spelling_only,libelees,libellees,,,,scowl_varcon
spelling_only-04314,libeler,spelling_only,libeler,libeller,,,,scowl_varcon
spelling_only-04316,libeler's,spelling_only,libeler's,libeller's,,,,scowl_varcon
spelling_only-04315,libelers,spelling_only,libelers,libellers,,,,scowl_varcon
spelling_only-04318,libelouser,spelling_only,libelouser,libellouser,,libellouser,,scowl_varcon
spelling_only-04319,libelousest,spelling_only,libelousest,libellousest,,libellousest,,scowl_varcon
spelling_only-04321,libelouslier,spelling_only,libelouslier,libellouslier,,,,scowl_varcon
spelling_only-04322,libelousliest,spelling_only,libelousliest,libellousliest,,,,scowl_varcon
spelling_only-04320,libelously,spelling_only,libelously,libellously,,,,scowl_varcon
spelling_only-04323,liber,spelling_only,liber,libre,,,,scowl_varcon
spelling_only-04324,libre,spelling_only,libre,librae,,,,scowl_varcon
spelling_only-04325,license's,spelling_only,license's,licence's,,,,scowl_varcon
spelling_only-04326,licenseless,spelling_only,licenseless,licenceless,,,,scowl_varcon
spelling_only-04327,licenselesses,spelling_only,licenselesses,licencelesses,,,,scowl_varcon
spelling_only-04328,lignose,spelling_only,lignose,lignosae,,,,scowl_varcon
spelling_only-04329,ligule,spelling_only,ligule,ligulae,,,,scowl_varcon
spelling_only-04331,likabilities,spelling_only,likabilities,likeabilities,,,,scowl_varcon
spelling_only-04330,likability,spelling_only,likability,likeability,,,,scowl_varcon
spelling_only-04332,likability's,spelling_only,likability's,likeability's,,,,scowl_varcon
